ID	Z_meta	P_meta	Direction	HetISq	HetPVal	FDR_meta	TargetFullName	Target	EntrezGeneSymbol	MODEL_AFA	Rsq_AFA	Z_AFA	P_AFA	FDR_AFA	MODEL_CHN	Rsq_CHN	Z_CHN	P_CHN	FDR_CHN	MODEL_CAU	Rsq_CAU	Z_CAU	P_CAU	FDR_CAU	MODEL_HIS	Rsq_HIS	Z_HIS	P_HIS	FDR_HIS
seq.12382.2	-2.189	0.0286	??-?	0	1	0.156661359223301	Probable ATP-dependent RNA helicase DDX58	DDX58	DDX58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.066	-2.19	0.0286	0.120762288135593	NA	NA	NA	NA	NA
seq.9963.19	2.182	0.0291	??+?	0	1	0.158783558994197	Protocadherin beta-10	PCDBA	PCDHB10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.06	2.18	0.0291	0.122355063291139	NA	NA	NA	NA	NA
seq.15333.11	-2.182	0.0291	----	0	0.8028	0.158783558994197	Stromal cell-derived factor 2	SDF2	SDF2	enet	0.24	-1.19	0.234	0.837088036117381	lasso	0.22	-0.1	0.92	0.986247440273038	lasso	0.36	-1.86	0.0625	0.209348739495798	lasso	0.37	-0.927	0.354	0.937078651685393
seq.16583.8	2.18	0.02925	+-++	11.8	0.3339	0.159258766859345	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	AP4A	NUDT2	lasso	0.071	0.169	0.866	0.968118384401114	top1	0.11	-0.837	0.403	0.926689265536723	enet	0.045	2.72	0.0065	0.055159797979798	blup	0.043	0.137	0.891	0.989177168272795
seq.3554.24	2.179	0.0293	??+?	0	1	0.159258766859345	Adiponectin	Adiponectin	ADIPOQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.068	2.18	0.0293	0.122678361344538	NA	NA	NA	NA	NA
seq.3050.7	2.175	0.02963	+?+?	57	0.1275	0.160397088122605	von Willebrand factor	vWF	VWF	enet	0.13	2.13	0.0328	0.519162	NA	NA	NA	NA	NA	lasso	0.084	1.58	0.114	0.312519944979367	NA	NA	NA	NA	NA
seq.3803.10	2.174	0.02968	+-++	0	0.4983	0.160397088122605	Cystatin-D	CYTD	CST5	enet	0.063	0.335	0.738	0.966509207365893	enet	0.3	-0.642	0.521	0.960562747688243	lasso	0.14	2.54	0.0111	0.0647002898550725	enet	0.12	0.36	0.719	0.989177168272795
seq.5698.60	2.174	0.02968	-+++	0	0.4131	0.160397088122605	Tenascin-X	Tenascin-X	TNXB	lasso	0.24	-0.621	0.535	0.966509207365893	lasso	0.29	0.0467	0.963	0.990326906957251	enet	0.16	2.44	0.0147	0.0777111405835544	enet	0.22	1.12	0.263	0.909378109452736
seq.23693.4	-2.173	0.02975	--?-	0	0.4177	0.160430916030534	MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1	MKNK1	top1	0.022	-1.77	0.077	0.604189189189189	blup	0.039	-0.656	0.512	0.960562747688243	NA	NA	NA	NA	NA	lasso	0.018	-1.71	0.0879	0.847807947019868
seq.8874.53	-2.173	0.0298	+---	0	0.4334	0.160430916030534	Ceroid-lipofuscinosis neuronal protein 5:Lumenal domain	CLN5:LD	CLN5	top1	0.051	0.836	0.403	0.957225225225225	blup	0.074	-0.331	0.741	0.984483660130719	top1	0.052	-2.5	0.0124	0.0688389972144847	lasso	0.042	-0.632	0.527	0.953709468223087
seq.24717.26	-2.17	0.02999	??--	0	0.8063	0.160514366729679	Serine/threonine-protein phosphatase 2A regulatory subunit B'	PTPA	PTPA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.017	-2.18	0.0296	0.12367463312369	blup	0.019	-0.195	0.846	0.989177168272795
seq.23269.40	-2.17	0.03	-???	0	1	0.160514366729679	CKLF-like MARVEL transmembrane domain-containing protein 4	CKLF4	CMTM4	lasso	0.15	-2.17	0.03	0.506974468085106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.5001.6	2.17	0.03	??+?	0	1	0.160514366729679	Mammaglobin-B	Mammaglobin 2	SCGB2A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.056	2.17	0.03	0.1245625	NA	NA	NA	NA	NA
seq.13541.1	2.169	0.0301	+?+-	66.3	0.05158	0.160514366729679	Myc target protein 1	MYCT1	MYCT1	top1	0.12	0.582	0.561	0.966509207365893	NA	NA	NA	NA	NA	top1	0.16	2.54	0.0112	0.0647002898550725	top1	0.15	-1.97	0.0494	0.761604166666667
seq.12530.14	-2.169	0.0301	-???	0	1	0.160514366729679	Cyclin-dependent kinases regulatory subunit 1	CKS-1	CKS1B	lasso	0.12	-2.17	0.0301	0.506974468085106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.8864.59	2.167	0.0302	??+?	0	1	0.160743773584906	Centromere protein W	CENPW	CENPW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.01	2.17	0.0302	0.124872614107884	NA	NA	NA	NA	NA
seq.5229.90	2.164	0.0305	??+?	0	1	0.16203483992467	Inosine-5'-monophosphate dehydrogenase 1	IMDH1	IMPDH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.041	2.16	0.0305	0.125332989690722	NA	NA	NA	NA	NA
seq.21736.60	2.161	0.03072	-+++	24.4	0.2649	0.162896842105263	Heparan sulfate 2-O-sulfotransferase 1	HS2ST	HS2ST1	enet	0.16	-1.17	0.243	0.85212	lasso	0.11	1.29	0.199	0.831202702702703	lasso	0.25	2.16	0.0306	0.125485185185185	lasso	0.2	0.974	0.33	0.921247563352827
seq.10670.26	2.16	0.03078	?++-	37.1	0.204	0.162908780487805	Semaphorin-3E	Semaphorin 3E	SEMA3E	NA	NA	NA	NA	NA	blup	0.063	2.4	0.0165	0.4186875	top1	0.037	1.45	0.148	0.373845373891001	blup	0.048	-0.0502	0.96	0.989177168272795
seq.23310.51	-2.157	0.031	-???	0	1	0.163765917602996	Ras-related protein Rab-38	RAB38	RAB38	lasso	0.052	-2.16	0.031	0.514926315789474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.18215.5	-2.152	0.03142	----	0	0.5239	0.165674429906542	Probable tRNA(His) guanylyltransferase	THG1	THG1L	top1	0.078	-0.486	0.627	0.966509207365893	enet	0.062	-1.75	0.0793	0.714030434782609	lasso	0.12	-1.35	0.177	0.41452526439483	lasso	0.12	-1.32	0.188	0.906975
seq.17224.12	2.151	0.03149	-+++	43.2	0.1521	0.16573375	Mimecan	MIME	OGN	lasso	0.096	-1.53	0.126	0.7101	blup	0.053	1.35	0.178	0.831202702702703	lasso	0.14	2.33	0.0197	0.0934811904761905	top1	0.068	0.563	0.573	0.972831105710814
seq.20584.4	-2.149	0.0316	+---	0	0.5086	0.166002979515829	Nectin-1, isoform gamma:Extracellular domain	nectin-1 gamma:ECD	NECTIN1	enet	0.14	0.733	0.464	0.966509207365893	lasso	0.12	-1.25	0.213	0.842318181818182	top1	0.21	-2.06	0.0397	0.151865834932821	top1	0.17	-0.789	0.43	0.949429477020602
seq.11288.26	-2.143	0.03214	??-+	79.3	0.02787	0.168267425925926	Cytosolic purine 5'-nucleotidase	5NTC	NT5C2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.022	-2.54	0.0111	0.0647002898550725	top1	0.025	1.73	0.0844	0.847807947019868
seq.6493.9	2.142	0.0322	??+?	0	1	0.168267425925926	Carboxypeptidase Z	CBPZ	CPZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.015	2.14	0.0322	0.130171602434077	NA	NA	NA	NA	NA
seq.8842.16	-2.142	0.03221	+---	0	0.6194	0.168267425925926	GRAM domain-containing protein 1C	GRM1C	GRAMD1C	blup	0.023	0.227	0.821	0.968118384401114	top1	0.26	-0.394	0.694	0.979480880648899	lasso	0.086	-2.09	0.0362	0.142864554455446	lasso	0.08	-1.33	0.183	0.906975
seq.4542.24	2.138	0.0325	+???	0	1	0.169468576709797	Clusterin	Clusterin	CLU	blup	0.086	2.14	0.0325	0.519162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.3195.50	-2.136	0.03264	-+--	0	0.6935	0.169884575645756	Granulysin	Granulysin	GNLY	enet	0.42	-0.883	0.377	0.945299524564184	top1	0.083	0.333	0.739	0.984483660130719	enet	0.22	-2.26	0.0236	0.106897272727273	enet	0.26	-0.0233	0.981	0.994158776402039
seq.5963.9	2.133	0.0329	-?++	0	0.5865	0.170812844036697	Dermokine	Dermokine	DMKN	top1	0.12	-0.19	0.85	0.968118384401114	NA	NA	NA	NA	NA	enet	0.077	2.16	0.031	0.126345603271984	blup	0.022	0.965	0.335	0.921247563352827
seq.8606.39	-2.133	0.03295	--?-	18.3	0.2939	0.170812844036697	Transmembrane glycoprotein NMB:Cytoplasmic domain	GPNMB:CD	GPNMB	top1	0.039	-1.07	0.283	0.89946	enet	0.24	-0.92	0.357	0.906650306748466	NA	NA	NA	NA	NA	top1	0.09	-2.24	0.0254	0.761604166666667
seq.12551.3	2.132	0.033	???+	0	1	0.170812844036697	E3 ubiquitin-protein ligase Itchy homolog	ITCH	ITCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.016	2.13	0.033	0.761604166666667
seq.12714.38	-2.128	0.0333	?-?-	0	0.4459	0.17205	AP-1 complex subunit gamma-like 2	AP1G2	AP1G2	NA	NA	NA	NA	NA	enet	0.13	-2.24	0.0253	0.489133333333333	NA	NA	NA	NA	NA	lasso	0.062	-0.329	0.742	0.989177168272795
seq.15430.165	2.124	0.0337	??+?	0	1	0.173481204379562	Opticin	OPT	OPTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.056	2.12	0.0337	0.134597394789579	NA	NA	NA	NA	NA
seq.2891.1	2.124	0.0337	??+?	0	1	0.173481204379562	B-cell receptor CD22	CD22	CD22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.051	2.12	0.0337	0.134597394789579	NA	NA	NA	NA	NA
seq.3448.13	-2.119	0.03408	+---	0	0.6828	0.17511781420765	Insulin receptor	IR	INSR	top1	0.049	0.322	0.747	0.966509207365893	blup	0.22	-0.911	0.362	0.906650306748466	enet	0.15	-1.94	0.0519	0.184051067615658	top1	0.15	-1.13	0.259	0.906975
seq.3221.54	-2.112	0.03465	?---	39.2	0.1932	0.177723	Secreted frizzled-related protein 1	SARP-2	SFRP1	NA	NA	NA	NA	NA	top1	0.033	-2.44	0.0147	0.406922727272727	top1	0.028	-1.32	0.188	0.429683486238532	enet	0.073	-0.254	0.799	0.989177168272795
seq.15384.15	-2.108	0.03499	--?+	0	0.6396	0.178731227436823	Klotho	KLOTHO	KL	blup	0.025	-1.34	0.18	0.793241935483871	enet	0.12	-1.88	0.06	0.674928440366973	NA	NA	NA	NA	NA	enet	0.13	0.0652	0.948	0.989177168272795
seq.13631.1	-2.108	0.035	-???	0	1	0.178731227436823	Retinoblastoma-binding protein 5	RB binding protein 5	RBBP5	lasso	0.061	-2.11	0.035	0.526992452830189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.22576.1	2.107	0.03508	++++	45.1	0.1406	0.178731227436823	CD209 antigen	DC-SIGN	CD209	lasso	0.17	2.6	0.00946	0.34716	lasso	0.29	1.18	0.239	0.8526	enet	0.22	0.88	0.379	0.61410325203252	blup	0.21	1.01	0.314	0.921247563352827
seq.16908.5	-2.107	0.0351	??-?	0	1	0.178731227436823	Oligodendrocyte-myelin glycoprotein	OMGP	OMG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.05	-2.11	0.0351	0.139629341317365	NA	NA	NA	NA	NA
seq.7965.25	2.101	0.03565	+-+-	0	0.6446	0.181204774774775	Hemoglobin subunit theta-1	HBAT	HBQ1	lasso	0.12	0.34	0.734	0.966509207365893	enet	0.14	-0.215	0.83	0.986247440273038	enet	0.21	2.42	0.0156	0.0816031496062992	top1	0.15	-0.265	0.791	0.989177168272795
seq.13113.7	2.098	0.0359	?+??	0	1	0.182147302158273	Osteopontin	Osteopontin	SPP1	NA	NA	NA	NA	NA	top1	0.074	2.1	0.0359	0.58464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.9769.48	-2.096	0.03606	-?-?	0	0.4028	0.182630628366248	Delta and Notch-like epidermal growth factor-related receptor:Extracellular domain	DNER:ECD	DNER	blup	0.059	-1.46	0.145	0.750196721311475	NA	NA	NA	NA	NA	blup	0.03	-1.72	0.0848	0.258419571865443	NA	NA	NA	NA	NA
seq.9256.78	-2.091	0.0365	??-?	0	1	0.184527777777778	Neuronal pentraxin-1	NPTX1	NPTX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.14	-2.09	0.0365	0.143480276134122	NA	NA	NA	NA	NA
seq.6393.63	2.089	0.03671	++++	51.7	0.1017	0.185257441860465	Endoplasmin	Endoplasmin	HSP90B1	enet	0.45	2.04	0.0411	0.555671794871795	lasso	0.28	2.28	0.0227	0.46124262295082	lasso	0.52	0.645	0.519	0.728292340126493	lasso	0.54	0.893	0.372	0.945301645338208
seq.5707.55	-2.087	0.0369	??-?	0	1	0.18588375	ETS domain-containing protein Elk-3	ELK3	ELK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.013	-2.09	0.0369	0.144767125984252	NA	NA	NA	NA	NA
seq.14756.29	-2.081	0.03741	+---	0	0.5672	0.188066666666667	Intercellular adhesion molecule 2	sICAM-2	ICAM2	top1	0.085	0.322	0.747	0.966509207365893	blup	0.17	-0.603	0.547	0.960562747688243	top1	0.13	-1.96	0.0504	0.180660431654676	blup	0.086	-1.44	0.151	0.906975
seq.24463.1	-2.08	0.0375	??-?	0	1	0.188066666666667	Protein NDRG2	NDRG2	NDRG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.014	-2.08	0.0375	0.146832023575638	NA	NA	NA	NA	NA
seq.6367.66	-2.08	0.03754	-+-?	12	0.3209	0.188066666666667	fibromodulin	fibromodulin	FMOD	top1	0.026	-1.81	0.07	0.604189189189189	lasso	0.027	0.21	0.833	0.986247440273038	top1	0.047	-1.81	0.0705	0.227356796116505	NA	NA	NA	NA	NA
seq.12347.29	2.079	0.0376	+???	0	1	0.188066666666667	Cerebral cavernous malformations 2 protein	CCM2	CCM2	enet	0.01	2.08	0.0376	0.55451214953271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.18210.12	2.073	0.0382	?-+?	64.6	0.093	0.190729557522124	Spindlin-1	SPIN1	SPIN1	NA	NA	NA	NA	NA	enet	0.017	-0.827	0.408	0.928867289719626	top1	0.044	2.54	0.0112	0.0647002898550725	NA	NA	NA	NA	NA
seq.9253.52	2.071	0.03836	?++-	0	0.6532	0.191002098765432	Histo-blood group ABO system transferase	BGAT	ABO	NA	NA	NA	NA	NA	lasso	0.7	1.36	0.175	0.831202702702703	enet	0.71	1.8	0.0726	0.232250080256822	enet	0.55	-0.279	0.78	0.989177168272795
seq.18399.1	2.071	0.03839	+?+?	0	0.9789	0.191002098765432	A-kinase anchor protein 7 isoforms alpha and beta	AKA7A	AKAP7	enet	0.07	0.68	0.496	0.966509207365893	NA	NA	NA	NA	NA	blup	0.058	1.96	0.0505	0.180693895870736	NA	NA	NA	NA	NA
seq.20922.4	-2.069	0.03851	+--?	47.2	0.1503	0.191261813380282	Profilin-4	PROF4	PFN4	enet	0.035	1.14	0.255	0.868406852248394	top1	0.098	-0.301	0.763	0.985826347305389	top1	0.031	-2.59	0.00972	0.0620896153846154	NA	NA	NA	NA	NA
seq.4498.62	2.067	0.03874	+-++	0	0.5396	0.191337391304348	Neural cell adhesion molecule 1, 120 kDa isoform	NCAM-120	NCAM1	lasso	0.075	1.36	0.175	0.793241935483871	enet	0.13	-0.306	0.76	0.985826347305389	enet	0.13	1.79	0.0739	0.234900637958533	lasso	0.11	1.14	0.253	0.906975
seq.5630.48	-2.066	0.03879	-+--	58.9	0.06302	0.191337391304348	CMRF35-like molecule 8	CM35H	CD300A	lasso	0.22	-2.87	0.00413	0.217238	top1	0.14	0.389	0.698	0.980581314878893	lasso	0.19	-1.3	0.195	0.438145434047351	enet	0.12	-1.23	0.219	0.906975
seq.22585.5	-2.066	0.0388	??-?	0	1	0.191337391304348	Frizzled-4	FZD4	FZD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.015	-2.07	0.0388	0.150247480620155	NA	NA	NA	NA	NA
seq.2668.70	-2.065	0.0389	??-?	0	1	0.191337391304348	Calpain I	Calpain I	CAPN1|CAPNS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.019	-2.07	0.0389	0.150247480620155	NA	NA	NA	NA	NA
seq.11513.92	2.064	0.039	+???	0	1	0.191337391304348	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	CD38	CD38	top1	0.065	2.06	0.039	0.555671794871795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.18896.23	-2.064	0.039	???-	0	1	0.191337391304348	Heparan-sulfate 6-O-sulfotransferase 3	H6ST3	HS6ST3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.021	-2.06	0.039	0.761604166666667
seq.19317.114	-2.064	0.039	-???	0	1	0.191337391304348	Prostatic acid phosphatase	Prostatic acid phosphatase	ACP3	enet	0.02	-2.06	0.039	0.555671794871795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.2682.68	-2.063	0.0391	-???	0	1	0.191494965277778	60 kDa heat shock protein, mitochondrial	HSP 60	HSPD1	top1	0.037	-2.06	0.0391	0.555671794871795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.9870.17	-2.06	0.03936	---+	0	0.6669	0.191915699481865	Tryptophan--tRNA ligase, cytoplasmic	SYWC	WARS1	blup	0.044	-1.53	0.126	0.7101	top1	0.052	-0.106	0.915	0.986247440273038	enet	0.098	-1.85	0.065	0.215908333333333	top1	0.099	0.234	0.815	0.989177168272795
seq.14041.13	-2.06	0.03939	----	0	0.5784	0.191915699481865	Granzyme B	Granzyme B	GZMB	top1	0.26	-1.34	0.18	0.793241935483871	lasso	0.35	-0.619	0.536	0.960562747688243	top1	0.18	-1.36	0.173	0.408034319526627	top1	0.16	-1.48	0.14	0.896774193548387
seq.12671.35	2.06	0.03939	+?+?	0	0.3614	0.191915699481865	Sulfotransferase family cytosolic 1B member 1	ST1B1	SULT1B1	lasso	0.18	1.52	0.129	0.721851063829787	NA	NA	NA	NA	NA	blup	0.092	1.67	0.0959	0.278613265306122	NA	NA	NA	NA	NA
seq.3651.50	-2.058	0.0396	??-?	0	1	0.192606206896552	Vascular endothelial growth factor receptor 2	VEGF sR2	KDR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.062	-2.06	0.0396	0.151865834932821	NA	NA	NA	NA	NA
seq.8024.64	2.057	0.0397	??+?	0	1	0.192760240963855	Protein-tyrosine sulfotransferase 2	TPST2	TPST2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.047	2.06	0.0397	0.151865834932821	NA	NA	NA	NA	NA
seq.15548.35	2.055	0.03989	+++-	0	0.5708	0.193219178082192	D-3-phosphoglycerate dehydrogenase	SERA	PHGDH	enet	0.48	0.398	0.691	0.966509207365893	enet	0.2	0.743	0.457	0.944247557003257	enet	0.37	2.13	0.0333	0.133535010060362	top1	0.17	-0.993	0.32	0.921247563352827
seq.5343.74	-2.054	0.04	??-?	0	1	0.193219178082192	Carboxypeptidase E	CBPE	CPE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.028	-2.05	0.04	0.152295283018868	NA	NA	NA	NA	NA
seq.18880.81	-2.054	0.04	??-?	0	1	0.193219178082192	Collagen Type III	Collagen Type III	COL3A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.11	-2.05	0.04	0.152295283018868	NA	NA	NA	NA	NA
seq.10012.5	2.052	0.04022	+-+?	21.7	0.279	0.19382380952381	SAM pointed domain-containing Ets transcription factor	SPDEF	SPDEF	blup	0.072	0.289	0.772	0.968118384401114	top1	0.08	-0.723	0.47	0.944247557003257	blup	0.047	2.48	0.0131	0.0721223756906077	NA	NA	NA	NA	NA
seq.3035.80	-2.05	0.04036	?+--	64.7	0.05886	0.19382380952381	Interleukin-19	IL-19	IL19	NA	NA	NA	NA	NA	top1	0.29	0.821	0.412	0.929288888888889	lasso	0.3	-2.1	0.0355	0.140659045725646	top1	0.15	-2.19	0.0289	0.761604166666667
seq.10576.7	-2.05	0.0404	??-?	0	1	0.19382380952381	Plexin domain-containing protein 2:Extracellular domain	PXDC2:ECD	PLXDC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.022	-2.05	0.0404	0.152295283018868	NA	NA	NA	NA	NA
seq.11231.12	-2.05	0.0404	??-?	0	1	0.19382380952381	Adrenodoxin-like protein, mitochondrial	ADXL	FDX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.017	-2.05	0.0404	0.152295283018868	NA	NA	NA	NA	NA
seq.6433.57	2.049	0.0405	??+?	0	1	0.193973684210526	Pseudokinase FAM20A	FA20A	FAM20A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.024	2.05	0.0405	0.152295283018868	NA	NA	NA	NA	NA
seq.24499.36	-2.045	0.0409	?-??	0	1	0.195557457627119	Lengsin	LGSN	LGSN	NA	NA	NA	NA	NA	blup	0.033	-2.04	0.0409	0.6287925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.2789.26	-2.042	0.04119	++-?	86.9	0.0004774	0.196610812182741	Matrilysin	MMP-7	MMP7	top1	0.074	1.46	0.145	0.750196721311475	enet	0.097	2.12	0.0344	0.581933333333333	lasso	0.024	-3.59	0.000335	0.01359226	NA	NA	NA	NA	NA
seq.21371.12	2.041	0.0413	?+??	0	1	0.196802871621622	Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA	MINA	RIOX2	NA	NA	NA	NA	NA	lasso	0.23	2.04	0.0413	0.6287925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.23629.4	-2.038	0.04155	??--	0	0.7419	0.197660286677909	Vimentin-type intermediate filament-associated coiled-coil protein	VMAC	VMAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.032	-1.93	0.0535	0.188384275618375	blup	0.07	-0.731	0.465	0.953709468223087
seq.14052.26	2.033	0.0421	???+	0	1	0.199939562289562	Protein unc-13 homolog A	UN13A	UNC13A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.065	2.03	0.0421	0.761604166666667
seq.2851.63	2.028	0.04253	+++?	0	0.4681	0.201642235294118	C5a anaphylatoxin	C5a	C5	blup	0.1	0.609	0.542	0.966509207365893	blup	0.065	1.84	0.0654	0.684741176470588	enet	0.034	1.37	0.172	0.407121140142518	NA	NA	NA	NA	NA
seq.13689.2	-2.025	0.0429	-???	0	1	0.202715075376884	Ornithine decarboxylase	Ornithine decarboxylase	ODC1	lasso	0.16	-2.02	0.0429	0.566527868852459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.8956.96	-2.025	0.0429	???-	0	1	0.202715075376884	Scavenger receptor class F member 2:Extracellular domain	SREC-II:ECD	SCARF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.038	-2.02	0.0429	0.761604166666667
seq.20561.15	2.023	0.04306	+++-	0	0.7951	0.202933038397329	Contactin-6	CNTN6	CNTN6	enet	0.23	0.383	0.701	0.966509207365893	blup	0.12	0.588	0.557	0.960562747688243	enet	0.25	2.07	0.0383	0.1490857421875	enet	0.11	-0.578	0.563	0.972831105710814
seq.13122.19	2.023	0.04309	??+-	0	0.3747	0.202933038397329	Leucine-rich repeat transmembrane protein FLRT2	FLRT2	FLRT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.043	2.16	0.0308	0.126045995893224	top1	0.05	-0.464	0.642	0.989177168272795
seq.9173.21	-2.02	0.04335	?-?-	3	0.31	0.20381725	Phosphoglucomutase-1	PGM1	PGM1	NA	NA	NA	NA	NA	enet	0.03	-1.31	0.192	0.831202702702703	NA	NA	NA	NA	NA	enet	0.061	-1.85	0.0648	0.77648275862069
seq.22472.4	2.016	0.04375	??+-	0	0.5297	0.205355657237937	Transcription factor 12	HTF4	TCF12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.15	2.1	0.0356	0.140775396825397	lasso	0.12	-0.212	0.832	0.989177168272795
seq.5897.58	-2.011	0.0443	??-?	0	1	0.207591860465116	Gastrin-releasing peptide	Gastrin-releasing peptide	GRP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.04	-2.01	0.0443	0.16502785046729	NA	NA	NA	NA	NA
seq.3182.38	2.008	0.0446	-?+?	73.3	0.05288	0.208651077943615	Ectonucleoside triphosphate diphosphohydrolase 1	CD39	ENTPD1	blup	0.024	-1.2	0.23	0.837088036117381	NA	NA	NA	NA	NA	blup	0.045	2.52	0.0118	0.0668107954545454	NA	NA	NA	NA	NA
seq.10854.15	2.006	0.04482	+?+?	0	0.821	0.209333145695364	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	GCNT4	GCNT4	blup	0.066	0.421	0.674	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.062	1.98	0.0483	0.175981535648995	NA	NA	NA	NA	NA
seq.5657.28	-2.005	0.04499	??--	0	0.4431	0.209779818181818	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	SIA4A	ST3GAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.016	-1.81	0.0702	0.227124350649351	lasso	0.068	-1.15	0.249	0.906975
seq.21945.4	2.001	0.04537	??+-	10.9	0.2895	0.210810689655172	Protein Wnt-5b	WNT5B	WNT5B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.046	2.17	0.0298	0.124249790794979	enet	0.024	-0.636	0.524	0.953709468223087
seq.9834.62	2	0.04549	?-+?	70	0.06778	0.210810689655172	Alcohol dehydrogenase 1B	ADH1B	ADH1B	NA	NA	NA	NA	NA	top1	0.063	-0.99	0.322	0.881339325842697	enet	0.019	2.52	0.0117	0.0668107954545454	NA	NA	NA	NA	NA
seq.19630.2	-2	0.0455	?-??	0	1	0.210810689655172	Gamma-synuclein	g-Synuclein	SNCG	NA	NA	NA	NA	NA	top1	0.078	-2	0.0455	0.651488372093023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.13095.51	2	0.04551	?-+-	70.3	0.03448	0.210810689655172	Lithostathine-1-alpha	PSP	REG1A	NA	NA	NA	NA	NA	top1	0.088	-1.65	0.0982	0.724930120481928	lasso	0.065	2.83	0.00469	0.055159797979798	enet	0.046	-0.0692	0.945	0.989177168272795
seq.12632.14	1.995	0.04601	-++-	0	0.6613	0.212777393442623	Arylamine N-acetyltransferase 1	ARY1	NAT1	enet	0.11	-0.536	0.592	0.966509207365893	blup	0.15	0.681	0.496	0.952883280757098	top1	0.17	2.2	0.0281	0.119410021321962	top1	0.2	-0.0137	0.989	0.997020968908171
